建案名稱,總價,格局/地坪,建坪,位置,網站
淺草,None,未提供,安和路一段220巷45號(安順派出所對面),安和路一段220巷45號(安順派出所對面),https://tainan.housetube.tw/20980
崑山大阪2,None,未提供,大灣路942巷‧大灣三街,大灣路942巷‧大灣三街,https://tainan.housetube.tw/20939
翰墨京華2(已完銷),None,110起,建平12街77號,建平12街77號,https://tainan.housetube.tw/20937
光影四季,None,97起,崇德32街,崇德32街,https://tainan.housetube.tw/20936
森富,None,151.6起,大橋三街51號,大橋三街51號,https://tainan.housetube.tw/20934
大樂透,None,42起,台南市安定區港口253-100號,台南市安定區港口253-100號,https://tainan.housetube.tw/20919
屋托邦7,None,47.7~52.4,台南市安南區公學路四段54巷152號,台南市安南區公學路四段54巷152號,https://tainan.housetube.tw/20917
春頌原墅,None,未提供,本原街三段169巷,本原街三段169巷,https://tainan.housetube.tw/20916
筑緣岡NO.2,None,125~129,台南市安南區育安三街188號,台南市安南區育安三街188號,https://tainan.housetube.tw/20914
晉好宅圓築,None,47起,位址:,海佃路3段178號,https://tainan.housetube.tw/20902
泰東e成家3期,None,65.1起,民生路356巷,民生路356巷,https://tainan.housetube.tw/20901
人文私坊8期,None,29~54,位址:,建南街口,https://tainan.housetube.tw/20900
人文私坊7期,None,24~32,位址:,興隆街與信義街口,https://tainan.housetube.tw/20899
首奕上豪,None,未提供,小新營,小新營,https://tainan.housetube.tw/20895
海嶼藍2,None,50~58,台南市安南區鹽田路257號,台南市安南區鹽田路257號,https://tainan.housetube.tw/20894
謙邸,None,212起,東橋三路82號,東橋三路82號,https://tainan.housetube.tw/20891
遠見主人,None,未提供,大橋三街199巷58號,大橋三街199巷58號,https://tainan.housetube.tw/20890
久誠仰樹,None,67起,台南市永康區永二街267巷1號,台南市永康區永二街267巷1號,https://tainan.housetube.tw/20878
達觀18,None,81.5起,東寧路428巷5號,東寧路428巷5號,https://tainan.housetube.tw/20860
大橋尚景,None,120~137,大橋一街139巷28號,大橋一街139巷28號,https://tainan.housetube.tw/20859
好事安平,None,127~128.8,育平路451-1號,育平路451-1號,https://tainan.housetube.tw/20858
北揚聚富2,None,30~35,位址:,鹽行路262號,https://tainan.housetube.tw/20857
鈺鈦仁和,None,未提供,位址:,仁和路,https://tainan.housetube.tw/20856
易聖哲學,None,未提供,台南市仁德區德南路165巷28號,台南市仁德區德南路165巷28號,https://tainan.housetube.tw/20855
東沂康莊,None,28~49,位址:,台南市佳里區延平路579號,https://tainan.housetube.tw/20851
知藝築NO.9,None,84~98,安平區光州七街139號,安平區光州七街139號,https://tainan.housetube.tw/20826
松濤館NO.3,None,163起,裕孝路50號,裕孝路50號,https://tainan.housetube.tw/20820
鴻騏銀座,None,未提供,位址:,新市國小旁,https://tainan.housetube.tw/20810
太子花博館NO.5,None,126起,館安路及館安二路,館安路及館安二路,https://tainan.housetube.tw/20809
荷風鎮NO.5,None,60.3~80.4,安昌街21號,安昌街21號,https://tainan.housetube.tw/20808
探索家園,None,53.5~67.9,永大二路108巷9號,永大二路108巷9號,https://tainan.housetube.tw/20801
一品賜富,None,34~46,位址:,文化3街113號,https://tainan.housetube.tw/20794
翡翠富邑,None,102起,建國路、公園街,建國路、公園街,https://tainan.housetube.tw/20791
福居No.13,None,44.6起,位址:,台南市北區中華北路一段53巷52號,https://tainan.housetube.tw/20789
山水四季,None,114~116,台南市北區立賢路一段117號,台南市北區立賢路一段117號,https://tainan.housetube.tw/20781
峰鼎,None,125起,永華路362巷19號,永華路362巷19號,https://tainan.housetube.tw/20778
幸福御守,None,未提供,台南市安南區安西路39巷38號,台南市安南區安西路39巷38號,https://tainan.housetube.tw/20771
上邑NO.15,None,56~75,龍中街,龍中街,https://tainan.housetube.tw/20764
安居樂業,None,29~41,位址:,未提供,https://tainan.housetube.tw/20763
風水世家,None,55~107,大廟6街,大廟6街,https://tainan.housetube.tw/20762
府前院,None,位址:,…,中華西路二段168號,https://tainan.housetube.tw/20761
天與地NO.7,None,150起,育平九街372巷89弄93號,育平九街372巷89弄93號,https://tainan.housetube.tw/20759
國揮哈佛,None,87~110,台南市永康區中山東路340號,台南市永康區中山東路340號,https://tainan.housetube.tw/20758
安和森活,None,60起,安和路一段220巷129弄6-2號,安和路一段220巷129弄6-2號,https://tainan.housetube.tw/20756
吉祥御,None,93起,培安四街43號,培安四街43號,https://tainan.housetube.tw/20743
易吾居,None,未提供,培安二街,培安二街,https://tainan.housetube.tw/20742
生活家19,None,40起,位址:,文化路218號,https://tainan.housetube.tw/20726
南科藏富,None,95起,台南市善化區陽光北一路,台南市善化區陽光北一路,https://tainan.housetube.tw/20705
大和埕2,None,未提供,永大路二段與公園路口[大眾證券旁],永大路二段與公園路口[大眾證券旁],https://tainan.housetube.tw/20703
春上光樹,None,未提供,文成五街與育成路口,文成五街與育成路口,https://tainan.housetube.tw/20702
明水森林,None,位址:,社區,台南市永康區東橋七路392號,https://tainan.housetube.tw/20686
雲端水間NO.3,None,166.6起,崇明13街20號,崇明13街20號,https://tainan.housetube.tw/20685
大阜桂花巷,None,50起,西衛5-12號,西衛5-12號,https://tainan.housetube.tw/20684
藏玉2,None,未提供,東門路三段與文忠路口,東門路三段與文忠路口,https://tainan.housetube.tw/20678
再造東山,None,27~68,位址:,鳳安二街與新東路路口,https://tainan.housetube.tw/20676
南科1號工業城,None,未提供,中山路161號對面,中山路161號對面,https://tainan.housetube.tw/20674
上河堤,None,174起,永華一街96巷13號,永華一街96巷13號,https://tainan.housetube.tw/20671
大境,None,51~85,金華路一段484巷175號,金華路一段484巷175號,https://tainan.housetube.tw/20670
緣聚,None,125起,育平九街246巷5號,育平九街246巷5號,https://tainan.housetube.tw/20664
湖閱,None,61~64.8,中華西路109巷20號旁,中華西路109巷20號旁,https://tainan.housetube.tw/20655
原墅,None,66.9~73.8,台南市歸仁區仁愛北街,台南市歸仁區仁愛北街,https://tainan.housetube.tw/20653
文化馨居,None,119~130,台南市歸仁區文化七街,台南市歸仁區文化七街,https://tainan.housetube.tw/20652
海安金店,None,未提供,海安路3段253號,海安路3段253號,https://tainan.housetube.tw/20634
里外院,None,57~103,大同路二段482巷,大同路二段482巷,https://tainan.housetube.tw/20630
透天國,None,47~52,安通路四段,安通路四段,https://tainan.housetube.tw/20629
裕文大院,None,198.1起,裕文一街80號,裕文一街80號,https://tainan.housetube.tw/20627
歐香公園NO.15,None,100起,安通路四段47巷29號,安通路四段47巷29號,https://tainan.housetube.tw/20614
文化臻愛NO.2,None,未提供,位址:,大成路152號,https://tainan.housetube.tw/20608
大有,None,77~144,海安路‧文成五街左轉,海安路‧文成五街左轉,https://tainan.housetube.tw/20587
上青園,None,位址:,社區,民權12街(歸南國小對面),https://tainan.housetube.tw/20584
開將峰尚,None,位址:,…,台南市仁德區德崙路21巷36號,https://tainan.housetube.tw/20577
好藝墅,None,未提供,民權六街,民權六街,https://tainan.housetube.tw/20570
學立坊,None,位址:,社區,台南市東區崇明二十三街9號,https://tainan.housetube.tw/20569
新化高爾夫球場・合法農舍,None,位址:,近公園,台南市新化區信義路2號,https://tainan.housetube.tw/20567
美墅館6期／豐華,None,53~87,未提供,未提供,https://tainan.housetube.tw/20558
水雲間 霞惹,None,90~105,永華十一街141巷30-1號,永華十一街141巷30-1號,https://tainan.housetube.tw/17852
柳科加州,None,42~46,柳營科學園區、果毅國小旁,柳營科學園區、果毅國小旁,https://tainan.housetube.tw/20551
北安時尚,None,26~33,位址:,台南市安南區安西一街33號,https://tainan.housetube.tw/20546
風和日舞6,None,未提供,新行街33巷,新行街33巷,https://tainan.housetube.tw/20545
麗莊南園NO.3,None,126起,開元路、崑山中學旁,開元路、崑山中學旁,https://tainan.housetube.tw/20544
大創世紀,None,75~115,蓮潭路.陽光大道,蓮潭路.陽光大道,https://tainan.housetube.tw/20542
未來館,None,位址:,社區,成功路7-11旁[後方100公尺],https://tainan.housetube.tw/20539
鹿鼎佳園,None,66起,禮化段369之11.12.13.15.16.17.18號,禮化段369之11.12.13.15.16.17.18號,https://tainan.housetube.tw/20531
藏龍3,None,59.8~83.6,未提供,未提供,https://tainan.housetube.tw/20530
晨光,None,80~131,公園北路96巷(近南2中),公園北路96巷(近南2中),https://tainan.housetube.tw/20529
戀戀東城,None,52~106,台南市東區自由路二段175巷51弄2號,台南市東區自由路二段175巷51弄2號,https://tainan.housetube.tw/20528
天下3,None,132起,健康三街482巷21號,健康三街482巷21號,https://tainan.housetube.tw/20527
GREEN Life,None,69~101,水交社路,水交社路,https://tainan.housetube.tw/20526
府前陶喜,None,68~74,府前三街132號,府前三街132號,https://tainan.housetube.tw/20525
凡人居NO.7,None,未提供,台南市東區裕信六街,台南市東區裕信六街,https://tainan.housetube.tw/20524
敦鄰天下,None,96~106,隋唐街118號,隋唐街118號,https://tainan.housetube.tw/20515
下營首富A區,None,30~32.6,位址:,大和街&大仁街口,https://tainan.housetube.tw/20499
春福漾煙波,None,25~45,台南市永康區復國一路339-1號,台南市永康區復國一路339-1號,https://tainan.housetube.tw/20491
崇德青硯,None,158~188,崇德20街,崇德20街,https://tainan.housetube.tw/26069
卓悅NO.2,None,未提供,中興街91巷25號,中興街91巷25號,https://tainan.housetube.tw/20467
寬騰．首囍,None,未提供,育平路,育平路,https://tainan.housetube.tw/20466
長榮藏金,None,位址:,社區,台南市北區長榮路四段169號,https://tainan.housetube.tw/20464
翡翠森林,None,110~153,環館路跟環館二路交叉路口,環館路跟環館二路交叉路口,https://tainan.housetube.tw/20463
大傳WH 2,None,位址:,社區,公園南路233巷,https://tainan.housetube.tw/20446
東興帝堡2期,None,55~68,新北街23巷6號,新北街23巷6號,https://tainan.housetube.tw/20443
民生萬吉,None,位址:,…,台南市中西區民生路二段132號,https://tainan.housetube.tw/20433
官田奇蹟,None,31~56,位址:,官田里191-1號對面,https://tainan.housetube.tw/20430
成大富寓,None,位址:,社區,台南市北區開南街275巷12弄36號,https://tainan.housetube.tw/20420
邰欣地堡22期,None,未提供,忠孝路與民治路口,忠孝路與民治路口,https://tainan.housetube.tw/20413
蜻庭,None,未提供,復國一路150巷,復國一路150巷,https://tainan.housetube.tw/20409
麗軒‧金品,None,57~111,未提供,未提供,https://tainan.housetube.tw/20408
耘富,None,未提供,位址:,台南市永康區二王路,https://tainan.housetube.tw/20399
新灣V1,None,38起,位址:,育平路122號,https://tainan.housetube.tw/20383
上品硯,None,79~105,未提供,未提供,https://tainan.housetube.tw/20381
好萊屋8,None,58~110,新興街15巷,新興街15巷,https://tainan.housetube.tw/20371
村上墅,None,未提供,文化街一段97號[歸仁國小旁],文化街一段97號[歸仁國小旁],https://tainan.housetube.tw/20359
東嘉安順,None,44~50,安豐五街與育安二街口,安豐五街與育安二街口,https://tainan.housetube.tw/20345
璽硯3,None,173起,裕孝三街90號,裕孝三街90號,https://tainan.housetube.tw/20338
白京.臻品,None,98~129,崇善十街67號,崇善十街67號,https://tainan.housetube.tw/20337
公園院,None,53~69,台南市安南區義吉街118巷16弄2號,台南市安南區義吉街118巷16弄2號,https://tainan.housetube.tw/20327
Skyline,None,85~90,中華西路二段1巷,中華西路二段1巷,https://tainan.housetube.tw/20287
香榭風采,None,53~62,中央路82巷10弄1號,中央路82巷10弄1號,https://tainan.housetube.tw/20286
淘金陶喜,None,未提供,位址:,台南市仁德區太興路7號,https://tainan.housetube.tw/20280
非凡原墅,None,未提供,中山路一段[隆田圖書館正對面],中山路一段[隆田圖書館正對面],https://tainan.housetube.tw/20279
金綠園3,None,66.9~74.8,中正路二段946號,中正路二段946號,https://tainan.housetube.tw/20278
福康NO.5,None,45起,南安國小後門,南安國小後門,https://tainan.housetube.tw/20276
織筑藏樂,None,56.8~66.7,永成路三段461巷,永成路三段461巷,https://tainan.housetube.tw/20275
綠光6,None,60~74,光華街105-1號對面,光華街105-1號對面,https://tainan.housetube.tw/20274
水影藏,None,64.7~68,安和路一段123巷25-1號,安和路一段123巷25-1號,https://tainan.housetube.tw/20264
浪漫微風NO.16,None,24~35,位址:,安中路與安吉路口,https://tainan.housetube.tw/20238
安之邑二期,None,55~58,長溪路一段168巷8弄2號,長溪路一段168巷8弄2號,https://tainan.housetube.tw/20222
侯爵帝寶,None,148.9起,建平七街58巷33號,建平七街58巷33號,https://tainan.housetube.tw/20202
金色臻品2,None,75~75.4,大灣路119巷58弄13號對面,大灣路119巷58弄13號對面,https://tainan.housetube.tw/20194
文海硯,None,位址:,社區,台南市北區海安路三段799號,https://tainan.housetube.tw/20193
永龍V&A,None,位址:,社區,東橋十二街59號,https://tainan.housetube.tw/20188
賀采,None,65~72,大同街632號,大同街632號,https://tainan.housetube.tw/20187
豐荷,None,30起,位址:,崇善路‧崇善十一街,https://tainan.housetube.tw/20186
青青校墅,None,未提供,育平三街41號,育平三街41號,https://tainan.housetube.tw/20183
京都府上,None,100起,安中路三段．樂安二街,安中路三段．樂安二街,https://tainan.housetube.tw/20182
柏霖柏林No.5,None,98~118,北區裕民段790.790-2.790-3地號,北區裕民段790.790-2.790-3地號,https://tainan.housetube.tw/20181
玥瓏居,None,58~60,益民寮8號,益民寮8號,https://tainan.housetube.tw/20180
懷石會館NO3,None,23.5~33.5,位址:,陽光三路236號,https://tainan.housetube.tw/20179
歸仁首席,None,178起,大成路299號 / 紅瓦厝國小旁,大成路299號 / 紅瓦厝國小旁,https://tainan.housetube.tw/20178
六富,None,56~70,正覺街89號,正覺街89號,https://tainan.housetube.tw/20164
